measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,2,Percent,2018,7.39055529725e-05,8.85430205054e-05,6.17061541847e-05
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,3,Rate,2018,32.3209623,38.49897371,27.117203423979998
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,1,Number,2019,2506637.4441148997,2984039.95972577,2102742.729496714
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,2,Percent,2019,7.41311674743e-05,8.87515380814e-05,6.19064595079e-05
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,3,Rate,2019,32.36321679,38.526964626630004,27.148528790369998
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,1,Number,2020,2536650.3861572086,3018531.1407439746,2128269.388744056
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,2,Percent,2020,7.08716871765e-05,8.49891186765e-05,5.93140945985e-05
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,3,Rate,2020,32.42818268,38.58847864,27.2074973
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,1,Number,2021,2564001.396458484,3051281.8632964743,2151042.666530573
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,2,Percent,2021,6.96681897413e-05,8.35128973404e-05,5.8254257562e-05
6,incidence,1,global,3,all,22,all,570,Bipolar disorder,3,Rate,2021,32.49127619,38.66614188,27.25822282
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,1,Number,2015,41874096.608089566,51078904.158183336,34650664.78571085
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,2,Percent,2015,0.0012845420445111,0.0015794213109397,0.0010488245738717
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,3,Rate,2015,566.1407418082999,690.59038960336,468.4794337
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,1,Number,2016,42373977.30212244,51660075.41535536,35070465.97732514
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,2,Percent,2016,0.0012872203580784,0.0015810390331706,0.0010518486737904
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,3,Rate,2016,565.9967043,690.03275806954,468.44241264743005
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,1,Number,2017,42917632.35697831,52316232.262097634,35542560.24066389
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,2,Percent,2017,0.0012922159631732,0.00158631642794,0.0010562007414032
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,3,Rate,2017,566.5279164125401,690.5927571,469.17435774706996
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,1,Number,2018,43487765.04867594,53009557.41994819,36089048.24326323
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,2,Percent,2018,0.0012981439787212,0.0015913650464696,0.001062394769154
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,3,Rate,2018,567.57519314123,691.84768997169,471.01175477807
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,1,Number,2019,44048160.12924483,53668008.11797817,36627314.93266389
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,2,Percent,2019,0.001302993937419,0.0015951923720708,0.0010686675523946
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,3,Rate,2019,568.70616012926,692.90809716016,472.89556635467
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,1,Number,2020,51575540.45297249,62945156.17659277,42991139.399445295
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,2,Percent,2020,0.0014413332960945,0.0017758570724592,0.0011818612091664
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,3,Rate,2020,659.33447375923,804.6820461576899,549.592695
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,1,Number,2021,53917371.009163365,65978474.7685382,44990957.61972459
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,2,Percent,2021,0.0014653921967415,0.0018079455542056,0.001202377267311
6,incidence,1,global,3,all,22,all,571,Anxiety disorder,3,Rate,2021,683.24619307202,836.08567826204,570.12981050425
6,incidence,1,global,3,all,22,all,567,Depression,1,Number,2015,278851914.1044661,320169972.4572345,246305253.20386755
6,incidence,1,global,3,all,22,all,567,Depression,2,Percent,2015,0.0085522237540405,0.0099244807085775,0.0074512212911179
6,incidence,1,global,3,all,22,all,567,Depression,3,Rate,2015,3770.09756134703,4328.72062669565,3330.06440867745
6,incidence,1,global,3,all,22,all,567,Depression,1,Number,2016,283568460.1598347,327221834.5189716,249773930.3239444
6,incidence,1,global,3,all,22,all,567,Depression,2,Percent,2016,0.0086122126378726,0.0100098992919942,0.0074969375417759
6,incidence,1,global,3,all,22,all,567,Depression,3,Rate,2016,3787.67404213781,4370.75987904164,3336.27453404899
6,incidence,1,global,3,all,22,all,567,Depression,1,Number,2017,288238533.4951879,334144334.6133356,253084952.07049105
6,incidence,1,global,3,all,22,all,567,Depression,2,Percent,2017,0.0086767124423158,0.0101019923011771,0.0075333874062514
6,incidence,1,global,3,all,22,all,567,Depression,3,Rate,2017,3804.85052047108,4410.82332070371,3340.8108205799003
6,incidence,1,global,3,all,22,all,567,Depression,1,Number,2018,292938066.2526246,340447759.32811946,256529361.94006032
6,incidence,1,global,3,all,22,all,567,Depression,2,Percent,2018,0.0087425150771392,0.0101963809724769,0.0075764732688362
6,incidence,1,global,3,all,22,all,567,Depression,3,Rate,2018,3823.244983,4443.3118726353105,3348.06127623612
6,incidence,1,global,3,all,22,all,567,Depression,1,Number,2019,297745568.8201564,347519722.31998825,260963122.79244125
6,incidence,1,global,3,all,22,all,567,Depression,2,Percent,2019,0.0088057307337373,0.0102850400313586,0.0076075796957031
6,incidence,1,global,3,all,22,all,567,Depression,3,Rate,2019,3844.19550424743,4486.830012193211,3369.29703904014
6,incidence,1,global,3,all,22,all,567,Depression,1,Number,2020,351369469.0751179,410846959.67850506,305932145.26451063
6,incidence,1,global,3,all,22,all,567,Depression,2,Percent,2020,0.0098169096454099,0.0114780939486549,0.0084677706830087
6,incidence,1,global,3,all,22,all,567,Depression,3,Rate,2020,4491.857999994129,5252.2098959333,3910.9936266772697
6,incidence,1,global,3,all,22,all,567,Depression,1,Number,2021,357438729.6321912,418969488.7945632,311521927.86741304
6,incidence,1,global,3,all,22,all,567,Depression,2,Percent,2021,0.0097121994167194,0.0113796743009422,0.0083598372805284
6,incidence,1,global,3,all,22,all,567,Depression,3,Rate,2021,4529.4985031112,5309.22229467696,3947.63630514728
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,1,Number,2015,1264356.4267987425,1494306.4858625997,1066062.722714687
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,2,Percent,2015,3.8775361228e-05,4.55083219548e-05,3.23478613009e-05
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,3,Rate,2015,17.094188134419998,20.20312916,14.41324326
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,1,Number,2016,1263885.0327542042,1494161.0762013113,1065710.5061746477
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,2,Percent,2016,3.83835256409e-05,4.50623554088e-05,3.20186982665e-05
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,3,Rate,2016,16.88193577,19.95777358,14.23488359
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,1,Number,2017,1248286.167524377,1476018.194325002,1052322.025818853
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,2,Percent,2017,3.75748586174e-05,4.41357517602e-05,3.13368321456e-05
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,3,Rate,2017,16.477818619900003,19.48396187,13.89102269
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,1,Number,2018,1226642.090659595,1450592.7901930134,1033577.5155335031
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,2,Percent,2018,3.66064679078e-05,4.30187129543e-05,3.05234152431e-05
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,3,Rate,2018,16.00936771,18.932232597869998,13.48960926
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,1,Number,2019,1201791.3657965749,1421367.0621411384,1012155.7769491624
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,2,Percent,2019,3.55408516234e-05,4.17811194557e-05,2.96301683357e-05
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,3,Rate,2019,15.51633827,18.35128191,13.06795162
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,1,Number,2020,1178293.4161137943,1391284.8921609088,993680.8519539156
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,2,Percent,2020,3.29197731814e-05,3.87762164845e-05,2.74965991299e-05
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,3,Rate,2020,15.06313773,17.78599088,12.703076610599998
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,1,Number,2021,1163706.0266784537,1371347.251320321,981645.3831362956
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,2,Percent,2021,3.16192955805e-05,3.71292368164e-05,2.64156966415e-05
6,incidence,1,global,3,all,22,all,575,Autism spectrum disorder,3,Rate,2021,14.74659646,17.37784635,12.439506200339999
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,1,Number,2015,3921132.92634613,5729384.722747967,2649895.81214994
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,2,Percent,2015,0.0001202550992223,0.0001785349622987,8.05689500258e-05
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,3,Rate,2015,53.013993935849996,77.46168586,35.82677842
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,1,Number,2016,3961235.20042612,5785871.974857228,2682090.766835288
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,2,Percent,2016,0.0001203028495643,0.0001790395508508,8.04020555223e-05
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,3,Rate,2016,52.91091870724001,77.2829146,35.82516042
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,1,Number,2017,4001532.8598457593,5849996.732386448,2702649.972253808
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,2,Percent,2017,0.0001204540410922,0.000179699609308,8.05453518324e-05
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,3,Rate,2017,52.821648097650005,77.22202455747001,35.67593489
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,1,Number,2018,4043234.5806486215,5918582.754945949,2723715.919420956
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,2,Percent,2018,0.0001206657898222,0.0001804256697923,8.10184913886e-05
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,3,Rate,2018,52.769776636210004,77.24565165629001,35.54824184
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,1,Number,2019,4078368.5584287383,5994748.760344928,2743183.2362935296
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,2,Percent,2019,0.0001206156378899,0.00018069798021,8.12243464758e-05
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,3,Rate,2019,52.655850225079995,77.39825088,35.41726148
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,1,Number,2020,4097777.352579571,5993581.971964322,2754846.710803377
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,2,Percent,2020,0.0001144905017842,0.0001711196057557,7.73661536556e-05
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,3,Rate,2020,52.385410809389995,76.62111111,35.21757388
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,1,Number,2021,4111621.023858782,5954940.96555675,2775202.64795898
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,2,Percent,2021,0.0001117216007227,0.0001662864922658,7.47705353151e-05
6,incidence,1,global,3,all,22,all,578,Attention deficit hyperactivity disorder,3,Rate,2021,52.102863313360004,75.4615937,35.16763909
